11.797090, 2.339133, 12.999445, 1.000000, 1.717875, 4.257244, 12.639079, 3.444339
22.179307, 1.739450, 23.610881, 1.000000, 5.244864, 12.226228, 23.233973, 1.951344
24.933061, 2.324146, 28.694098, 1.000000, 3.312835, 3.665211, 25.684670, 2.406593
18.532997, 1.928544, 20.167468, 1.000000, 1.931258, 3.038539, 21.018554, 1.928544
37.185983, 1.174324, 40.577634, 1.000000, 40.577634, 1.000000, 40.107250, 1.352844
16.741466, 1.674761, 17.311856, 1.000000, 2.081407, 3.225172, 17.336926, 2.687195
16.877170, 1.707294, 17.762949, 1.000000, 17.762949, 1.000000, 17.762949, 1.707294
11.975860, 2.060573, 21.742508, 1.000000, 2.130152, 3.949644, 14.745633, 2.110992
35.146262, 1.327034, 38.728108, 1.000000, 2.480448, 4.181228, 35.710698, 1.327034
6.194268, 1.706209, 6.926318, 1.000000, 7.038784, 22.604488, 6.874767, 1.706209
