15.945387, 1.000000, 11.797090, 12.999445, 1.717875, 15.889781, 12.639079
17.340726, 1.000000, 22.179307, 23.610881, 5.244864, 17.340726, 23.233973
19.319454, 1.000000, 24.933061, 28.694098, 3.312835, 19.319454, 25.684670
20.618353, 1.000000, 18.532997, 20.167468, 1.931258, 18.363297, 21.018554
14.896167, 1.000000, 37.185983, 40.577634, 40.577634, 14.896167, 40.107250
17.176438, 1.000000, 16.741466, 17.311856, 2.081407, 17.176438, 17.336926
8.930157, 1.000000, 16.877170, 17.762949, 17.762949, 8.930157, 17.762949
14.275796, 1.000000, 11.975860, 21.742508, 2.130152, 14.275796, 14.745633
23.223519, 1.000000, 35.146262, 38.728108, 2.480448, 23.223519, 35.710698
8.552556, 1.000000, 6.194268, 6.926318, 7.038784, 8.552556, 6.874767
