OPT Result
<function find_opt at 0xb77881b4>
(-3, -2, 0, 3, 2, 1, -1) 0.0 0.166666666667 -3.0 3.16666666667 -7.5
(-3, -2, 1, -1, 0, 2, 3) 0.0 0.0 -3.0 3.0 -9.58333333333
(-3, -2, 1, -1, 0, 3, 2) 0.0 0.0 -3.0 3.0 -9.41666666667
(-3, -2, 1, -1, 2, 0, 3) 0.0 0.0 -3.0 3.0 -9.18333333333
(-3, -2, 1, -1, 2, 3, 0) 0.0 0.0 -3.0 3.0 -8.68333333333
(-3, -2, 1, -1, 3, 0, 2) 0.0 0.0 -3.0 3.0 -8.81666666667
(-3, -2, 1, -1, 3, 2, 0) 0.0 0.0 -3.0 3.0 -8.48333333333
(-3, -2, 1, 0, -1, 2, 3) 0.0 0.0 -3.0 3.0 -9.33333333333
(-3, -2, 1, 0, -1, 3, 2) 0.0 0.0 -3.0 3.0 -9.16666666667
(-3, -2, 1, 0, 2, -1, 3) 0.0 0.0 -3.0 3.0 -8.73333333333
(-3, -2, 1, 0, 2, 3, -1) 0.0 0.166666666667 -3.0 3.16666666667 -8.06666666667
(-3, -2, 1, 0, 3, -1, 2) 0.0 0.0 -3.0 3.0 -8.36666666667
(-3, -2, 1, 0, 3, 2, -1) 0.0 0.166666666667 -3.0 3.16666666667 -7.86666666667
(-3, -2, 1, 2, -1, 0, 3) 0.0 0.0 -3.0 3.0 -8.43333333333
(-3, -2, 1, 2, -1, 3, 0) 0.0 0.0 -3.0 3.0 -7.93333333333
(-3, -2, 1, 2, 0, -1, 3) 0.0 0.0 -3.0 3.0 -8.23333333333
(-3, -2, 1, 2, 0, 3, -1) 0.0 0.166666666667 -3.0 3.16666666667 -7.56666666667
(-3, -2, 1, 2, 3, -1, 0) 0.0 0.2 -3.0 3.2 -7.13333333333
(-3, -2, 1, 2, 3, 0, -1) 0.0 0.2 -3.0 3.2 -6.96666666667
(-3, -2, 1, 3, -1, 0, 2) 0.0 0.0 -3.0 3.0 -7.81666666667
(-3, -2, 1, 3, -1, 2, 0) 0.0 0.0 -3.0 3.0 -7.48333333333
(-3, -2, 1, 3, 0, -1, 2) 0.0 0.0 -3.0 3.0 -7.61666666667
(-3, -2, 1, 3, 0, 2, -1) 0.0 0.166666666667 -3.0 3.16666666667 -7.11666666667
(-3, -2, 1, 3, 2, -1, 0) 0.0 0.2 -3.0 3.2 -6.88333333333
(-3, -2, 1, 3, 2, 0, -1) 0.0 0.2 -3.0 3.2 -6.71666666667
(-3, -2, 2, -1, 0, 1, 3) 0.0 0.0 -3.0 3.0 -8.8
(-3, -2, 2, -1, 0, 3, 1) 0.0 0.0 -3.0 3.0 -8.46666666667
(-3, -2, 2, -1, 1, 0, 3) 0.0 0.0 -3.0 3.0 -8.6
(-3, -2, 2, -1, 1, 3, 0) 0.0 0.0 -3.0 3.0 -8.1
(-3, -2, 2, -1, 3, 0, 1) 0.0 0.0 -3.0 3.0 -7.86666666667
(-3, -2, 2, -1, 3, 1, 0) 0.0 0.0 -3.0 3.0 -7.7
(-3, -2, 2, 0, -1, 1, 3) 0.0 0.0 -3.0 3.0 -8.55
(-3, -2, 2, 0, -1, 3, 1) 0.0 0.0 -3.0 3.0 -8.21666666667
(-3, -2, 2, 0, 1, -1, 3) 0.0 0.0 -3.0 3.0 -8.15
(-3, -2, 2, 0, 1, 3, -1) 0.0 0.166666666667 -3.0 3.16666666667 -7.48333333333
(-3, -2, 2, 0, 3, -1, 1) 0.0 0.0 -3.0 3.0 -7.41666666667
(-3, -2, 2, 0, 3, 1, -1) 0.0 0.166666666667 -3.0 3.16666666667 -7.08333333333
(-3, -2, 2, 1, -1, 0, 3) 0.0 0.0 -3.0 3.0 -8.1
(-3, -2, 2, 1, -1, 3, 0) 0.0 0.0 -3.0 3.0 -7.6
(-3, -2, 2, 1, 0, -1, 3) 0.0 0.0 -3.0 3.0 -7.9
(-3, -2, 2, 1, 0, 3, -1) 0.0 0.166666666667 -3.0 3.16666666667 -7.23333333333
(-3, -2, 2, 1, 3, -1, 0) 0.0 0.2 -3.0 3.2 -6.8
(-3, -2, 2, 1, 3, 0, -1) 0.0 0.2 -3.0 3.2 -6.63333333333
(-3, -2, 2, 3, -1, 0, 1) 0.0 0.0 -3.0 3.0 -6.86666666667
(-3, -2, 2, 3, -1, 1, 0) 0.0 0.0 -3.0 3.0 -6.7
(-3, -2, 2, 3, 0, -1, 1) 0.0 0.0 -3.0 3.0 -6.66666666667
(-3, -2, 2, 3, 0, 1, -1) 0.0 0.166666666667 -3.0 3.16666666667 -6.33333333333
(-3, -2, 2, 3, 1, -1, 0) 0.0 0.2 -3.0 3.2 -6.3
(-3, -2, 2, 3, 1, 0, -1) 0.0 0.2 -3.0 3.2 -6.13333333333
(-3, -2, 3, -1, 0, 1, 2) 0.0 0.0 -3.0 3.0 -7.85
(-3, -2, 3, -1, 0, 2, 1) 0.0 0.0 -3.0 3.0 -7.68333333333
(-3, -2, 3, -1, 1, 0, 2) 0.0 0.0 -3.0 3.0 -7.65
(-3, -2, 3, -1, 1, 2, 0) 0.0 0.0 -3.0 3.0 -7.31666666667
(-3, -2, 3, -1, 2, 0, 1) 0.0 0.0 -3.0 3.0 -7.28333333333
(-3, -2, 3, -1, 2, 1, 0) 0.0 0.0 -3.0 3.0 -7.11666666667
(-3, -2, 3, 0, -1, 1, 2) 0.0 0.0 -3.0 3.0 -7.6
(-3, -2, 3, 0, -1, 2, 1) 0.0 0.0 -3.0 3.0 -7.43333333333
(-3, -2, 3, 0, 1, -1, 2) 0.0 0.0 -3.0 3.0 -7.2
(-3, -2, 3, 0, 1, 2, -1) 0.0 0.166666666667 -3.0 3.16666666667 -6.7
(-3, -2, 3, 0, 2, -1, 1) 0.0 0.0 -3.0 3.0 -6.83333333333
(-3, -2, 3, 0, 2, 1, -1) 0.0 0.166666666667 -3.0 3.16666666667 -6.5
(-3, -2, 3, 1, -1, 0, 2) 0.0 0.0 -3.0 3.0 -7.15
(-3, -2, 3, 1, -1, 2, 0) 0.0 0.0 -3.0 3.0 -6.81666666667
(-3, -2, 3, 1, 0, -1, 2) 0.0 0.0 -3.0 3.0 -6.95
(-3, -2, 3, 1, 0, 2, -1) 0.0 0.166666666667 -3.0 3.16666666667 -6.45
(-3, -2, 3, 1, 2, -1, 0) 0.0 0.2 -3.0 3.2 -6.21666666667
(-3, -2, 3, 1, 2, 0, -1) 0.0 0.2 -3.0 3.2 -6.05
(-3, -2, 3, 2, -1, 0, 1) 0.0 0.0 -3.0 3.0 -6.53333333333
(-3, -2, 3, 2, -1, 1, 0) 0.0 0.0 -3.0 3.0 -6.36666666667
(-3, -2, 3, 2, 0, -1, 1) 0.0 0.0 -3.0 3.0 -6.33333333333
(-3, -2, 3, 2, 0, 1, -1) 0.0 0.166666666667 -3.0 3.16666666667 -6.0
(-3, -2, 3, 2, 1, -1, 0) 0.0 0.2 -3.0 3.2 -5.96666666667
(-3, -2, 3, 2, 1, 0, -1) 0.0 0.2 -3.0 3.2 -5.8
(-3, -1, -2, 0, 1, 2, 3) 0.0 0.0 -3.0 3.0 -10.0
(-3, -1, -2, 0, 1, 3, 2) 0.0 0.0 -3.0 3.0 -9.83333333333
(-3, -1, -2, 0, 2, 1, 3) 0.0 0.0 -3.0 3.0 -9.8
(-3, -1, -2, 0, 2, 3, 1) 0.0 0.0 -3.0 3.0 -9.46666666667
(-3, -1, -2, 0, 3, 1, 2) 0.0 0.0 -3.0 3.0 -9.43333333333
(-3, -1, -2, 0, 3, 2, 1) 0.0 0.0 -3.0 3.0 -9.26666666667
(-3, -1, -2, 1, 0, 2, 3) 0.0 0.0 -3.0 3.0 -9.75
(-3, -1, -2, 1, 0, 3, 2) 0.0 0.0 -3.0 3.0 -9.58333333333
(-3, -1, -2, 1, 2, 0, 3) 0.0 0.0 -3.0 3.0 -9.35
(-3, -1, -2, 1, 2, 3, 0) 0.0 0.0 -3.0 3.0 -8.85
(-3, -1, -2, 1, 3, 0, 2) 0.0 0.0 -3.0 3.0 -8.98333333333
(-3, -1, -2, 1, 3, 2, 0) 0.0 0.0 -3.0 3.0 -8.65
(-3, -1, -2, 2, 0, 1, 3) 0.0 0.0 -3.0 3.0 -9.3
(-3, -1, -2, 2, 0, 3, 1) 0.0 0.0 -3.0 3.0 -8.96666666667
(-3, -1, -2, 2, 1, 0, 3) 0.0 0.0 -3.0 3.0 -9.1
(-3, -1, -2, 2, 1, 3, 0) 0.0 0.0 -3.0 3.0 -8.6
(-3, -1, -2, 2, 3, 0, 1) 0.0 0.0 -3.0 3.0 -8.36666666667
(-3, -1, -2, 2, 3, 1, 0) 0.0 0.0 -3.0 3.0 -8.2
(-3, -1, -2, 3, 0, 1, 2) 0.0 0.0 -3.0 3.0 -8.68333333333
(-3, -1, -2, 3, 0, 2, 1) 0.0 0.0 -3.0 3.0 -8.51666666667
(-3, -1, -2, 3, 1, 0, 2) 0.0 0.0 -3.0 3.0 -8.48333333333
(-3, -1, -2, 3, 1, 2, 0) 0.0 0.0 -3.0 3.0 -8.15
(-3, -1, -2, 3, 2, 0, 1) 0.0 0.0 -3.0 3.0 -8.11666666667
(-3, -1, -2, 3, 2, 1, 0) 0.0 0.0 -3.0 3.0 -7.95
(-3, -1, 0, -2, 1, 2, 3) 0.0 0.0 -3.0 3.0 -9.33333333333
(-3, -1, 0, -2, 1, 3, 2) 0.0 0.0 -3.0 3.0 -9.16666666667
(-3, -1, 0, -2, 2, 1, 3) 0.0 0.0 -3.0 3.0 -9.13333333333
(-3, -1, 0, -2, 2, 3, 1) 0.0 0.0 -3.0 3.0 -8.8
(-3, -1, 0, -2, 3, 1, 2) 0.0 0.0 -3.0 3.0 -8.76666666667
(-3, -1, 0, -2, 3, 2, 1) 0.0 0.0 -3.0 3.0 -8.6
(-3, -1, 0, 1, -2, 2, 3) 0.0 0.0 -3.0 3.0 -8.58333333333
(-3, -1, 0, 1, -2, 3, 2) 0.0 0.0 -3.0 3.0 -8.41666666667
(-3, -1, 0, 1, 2, -2, 3) 0.0 0.0 -3.0 3.0 -7.78333333333
(-3, -1, 0, 1, 2, 3, -2) 0.0 0.333333333333 -3.0 3.33333333333 -6.95
(-3, -1, 0, 1, 3, -2, 2) 0.0 0.0 -3.0 3.0 -7.41666666667
(-3, -1, 0, 1, 3, 2, -2) 0.0 0.333333333333 -3.0 3.33333333333 -6.75
(-3, -1, 0, 2, -2, 1, 3) 0.0 0.0 -3.0 3.0 -8.13333333333
(-3, -1, 0, 2, -2, 3, 1) 0.0 0.0 -3.0 3.0 -7.8
(-3, -1, 0, 2, 1, -2, 3) 0.0 0.0 -3.0 3.0 -7.53333333333
(-3, -1, 0, 2, 1, 3, -2) 0.0 0.333333333333 -3.0 3.33333333333 -6.7
(-3, -1, 0, 2, 3, -2, 1) 0.0 0.2 -3.0 3.2 -6.8
(-3, -1, 0, 2, 3, 1, -2) 0.0 0.333333333333 -3.0 3.33333333333 -6.3
(-3, -1, 0, 3, -2, 1, 2) 0.0 0.0 -3.0 3.0 -7.51666666667
(-3, -1, 0, 3, -2, 2, 1) 0.0 0.0 -3.0 3.0 -7.35
(-3, -1, 0, 3, 1, -2, 2) 0.0 0.0 -3.0 3.0 -6.91666666667
(-3, -1, 0, 3, 1, 2, -2) 0.0 0.333333333333 -3.0 3.33333333333 -6.25
(-3, -1, 0, 3, 2, -2, 1) 0.0 0.2 -3.0 3.2 -6.55
(-3, -1, 0, 3, 2, 1, -2) 0.0 0.333333333333 -3.0 3.33333333333 -6.05
(-3, -1, 1, -2, 0, 2, 3) 0.0 0.0 -3.0 3.0 -8.75
(-3, -1, 1, -2, 0, 3, 2) 0.0 0.0 -3.0 3.0 -8.58333333333
(-3, -1, 1, -2, 2, 0, 3) 0.0 0.0 -3.0 3.0 -8.35
(-3, -1, 1, -2, 2, 3, 0) 0.0 0.0 -3.0 3.0 -7.85
(-3, -1, 1, -2, 3, 0, 2) 0.0 0.0 -3.0 3.0 -7.98333333333
(-3, -1, 1, -2, 3, 2, 0) 0.0 0.0 -3.0 3.0 -7.65
(-3, -1, 1, 0, -2, 2, 3) 0.0 0.0 -3.0 3.0 -8.25
(-3, -1, 1, 0, -2, 3, 2) 0.0 0.0 -3.0 3.0 -8.08333333333
(-3, -1, 1, 0, 2, -2, 3) 0.0 0.0 -3.0 3.0 -7.45
(-3, -1, 1, 0, 2, 3, -2) 0.0 0.333333333333 -3.0 3.33333333333 -6.61666666667
(-3, -1, 1, 0, 3, -2, 2) 0.0 0.0 -3.0 3.0 -7.08333333333
(-3, -1, 1, 0, 3, 2, -2) 0.0 0.333333333333 -3.0 3.33333333333 -6.41666666667
(-3, -1, 1, 2, -2, 0, 3) 0.0 0.0 -3.0 3.0 -7.35
(-3, -1, 1, 2, -2, 3, 0) 0.0 0.0 -3.0 3.0 -6.85
(-3, -1, 1, 2, 0, -2, 3) 0.0 0.0 -3.0 3.0 -6.95
(-3, -1, 1, 2, 0, 3, -2) 0.0 0.333333333333 -3.0 3.33333333333 -6.11666666667
(-3, -1, 1, 2, 3, -2, 0) 0.0 0.4 -3.0 3.4 -5.85
(-3, -1, 1, 2, 3, 0, -2) 0.0 0.4 -3.0 3.4 -5.51666666667
(-3, -1, 1, 3, -2, 0, 2) 0.0 0.0 -3.0 3.0 -6.73333333333
(-3, -1, 1, 3, -2, 2, 0) 0.0 0.0 -3.0 3.0 -6.4
(-3, -1, 1, 3, 0, -2, 2) 0.0 0.0 -3.0 3.0 -6.33333333333
(-3, -1, 1, 3, 0, 2, -2) 0.0 0.333333333333 -3.0 3.33333333333 -5.66666666667
(-3, -1, 1, 3, 2, -2, 0) 0.0 0.4 -3.0 3.4 -5.6
(-3, -1, 1, 3, 2, 0, -2) 0.0 0.4 -3.0 3.4 -5.26666666667
(-3, -1, 2, -2, 0, 1, 3) 0.0 0.0 -3.0 3.0 -7.96666666667
(-3, -1, 2, -2, 0, 3, 1) 0.0 0.0 -3.0 3.0 -7.63333333333
(-3, -1, 2, -2, 1, 0, 3) 0.0 0.0 -3.0 3.0 -7.76666666667
(-3, -1, 2, -2, 1, 3, 0) 0.0 0.0 -3.0 3.0 -7.26666666667
(-3, -1, 2, -2, 3, 0, 1) 0.0 0.0 -3.0 3.0 -7.03333333333
(-3, -1, 2, -2, 3, 1, 0) 0.0 0.0 -3.0 3.0 -6.86666666667
(-3, -1, 2, 0, -2, 1, 3) 0.0 0.0 -3.0 3.0 -7.46666666667
(-3, -1, 2, 0, -2, 3, 1) 0.0 0.0 -3.0 3.0 -7.13333333333
(-3, -1, 2, 0, 1, -2, 3) 0.0 0.0 -3.0 3.0 -6.86666666667
(-3, -1, 2, 0, 1, 3, -2) 0.0 0.333333333333 -3.0 3.33333333333 -6.03333333333
(-3, -1, 2, 0, 3, -2, 1) 0.0 0.2 -3.0 3.2 -6.13333333333
(-3, -1, 2, 0, 3, 1, -2) 0.0 0.333333333333 -3.0 3.33333333333 -5.63333333333
(-3, -1, 2, 1, -2, 0, 3) 0.0 0.0 -3.0 3.0 -7.01666666667
(-3, -1, 2, 1, -2, 3, 0) 0.0 0.0 -3.0 3.0 -6.51666666667
(-3, -1, 2, 1, 0, -2, 3) 0.0 0.0 -3.0 3.0 -6.61666666667
(-3, -1, 2, 1, 0, 3, -2) 0.0 0.333333333333 -3.0 3.33333333333 -5.78333333333
(-3, -1, 2, 1, 3, -2, 0) 0.0 0.4 -3.0 3.4 -5.51666666667
(-3, -1, 2, 1, 3, 0, -2) 0.0 0.4 -3.0 3.4 -5.18333333333
(-3, -1, 2, 3, -2, 0, 1) 0.0 0.25 -3.0 3.25 -5.78333333333
(-3, -1, 2, 3, -2, 1, 0) 0.0 0.25 -3.0 3.25 -5.61666666667
(-3, -1, 2, 3, 0, -2, 1) 0.0 0.25 -3.0 3.25 -5.38333333333
(-3, -1, 2, 3, 0, 1, -2) 0.0 0.333333333333 -3.0 3.33333333333 -4.88333333333
(-3, -1, 2, 3, 1, -2, 0) 0.0 0.4 -3.0 3.4 -5.01666666667
(-3, -1, 2, 3, 1, 0, -2) 0.0 0.4 -3.0 3.4 -4.68333333333
(-3, -1, 3, -2, 0, 1, 2) 0.0 0.0 -3.0 3.0 -7.01666666667
(-3, -1, 3, -2, 0, 2, 1) 0.0 0.0 -3.0 3.0 -6.85
(-3, -1, 3, -2, 1, 0, 2) 0.0 0.0 -3.0 3.0 -6.81666666667
(-3, -1, 3, -2, 1, 2, 0) 0.0 0.0 -3.0 3.0 -6.48333333333
(-3, -1, 3, -2, 2, 0, 1) 0.0 0.0 -3.0 3.0 -6.45
(-3, -1, 3, -2, 2, 1, 0) 0.0 0.0 -3.0 3.0 -6.28333333333
(-3, -1, 3, 0, -2, 1, 2) 0.0 0.0 -3.0 3.0 -6.51666666667
(-3, -1, 3, 0, -2, 2, 1) 0.0 0.0 -3.0 3.0 -6.35
(-3, -1, 3, 0, 1, -2, 2) 0.0 0.0 -3.0 3.0 -5.91666666667
(-3, -1, 3, 0, 1, 2, -2) 0.0 0.333333333333 -3.0 3.33333333333 -5.25
(-3, -1, 3, 0, 2, -2, 1) 0.0 0.2 -3.0 3.2 -5.55
(-3, -1, 3, 0, 2, 1, -2) 0.0 0.333333333333 -3.0 3.33333333333 -5.05
(-3, -1, 3, 1, -2, 0, 2) 0.0 0.0 -3.0 3.0 -6.06666666667
(-3, -1, 3, 1, -2, 2, 0) 0.0 0.0 -3.0 3.0 -5.73333333333
(-3, -1, 3, 1, 0, -2, 2) 0.0 0.0 -3.0 3.0 -5.66666666667
(-3, -1, 3, 1, 0, 2, -2) 0.0 0.333333333333 -3.0 3.33333333333 -5.0
(-3, -1, 3, 1, 2, -2, 0) 0.0 0.4 -3.0 3.4 -4.93333333333
(-3, -1, 3, 1, 2, 0, -2) 0.0 0.4 -3.0 3.4 -4.6
(-3, -1, 3, 2, -2, 0, 1) 0.0 0.25 -3.0 3.25 -5.45
(-3, -1, 3, 2, -2, 1, 0) 0.0 0.25 -3.0 3.25 -5.28333333333
(-3, -1, 3, 2, 0, -2, 1) 0.0 0.25 -3.0 3.25 -5.05
(-3, -1, 3, 2, 0, 1, -2) 0.0 0.333333333333 -3.0 3.33333333333 -4.55
(-3, -1, 3, 2, 1, -2, 0) 0.0 0.4 -3.0 3.4 -4.68333333333
(-3, -1, 3, 2, 1, 0, -2) 0.0 0.4 -3.0 3.4 -4.35
(-3, 0, -2, -1, 1, 2, 3) 0.0 0.0 -3.0 3.0 -9.16666666667
(-3, 0, -2, -1, 1, 3, 2) 0.0 0.0 -3.0 3.0 -9.0
(-3, 0, -2, -1, 2, 1, 3) 0.0 0.0 -3.0 3.0 -8.96666666667
(-3, 0, -2, -1, 2, 3, 1) 0.0 0.0 -3.0 3.0 -8.63333333333
(-3, 0, -2, -1, 3, 1, 2) 0.0 0.0 -3.0 3.0 -8.6
(-3, 0, -2, -1, 3, 2, 1) 0.0 0.0 -3.0 3.0 -8.43333333333
(-3, 0, -2, 1, -1, 2, 3) 0.0 0.0 -3.0 3.0 -8.66666666667
(-3, 0, -2, 1, -1, 3, 2) 0.0 0.0 -3.0 3.0 -8.5
(-3, 0, -2, 1, 2, -1, 3) 0.0 0.0 -3.0 3.0 -8.06666666667
(-3, 0, -2, 1, 2, 3, -1) 0.0 0.166666666667 -3.0 3.16666666667 -7.4
(-3, 0, -2, 1, 3, -1, 2) 0.0 0.0 -3.0 3.0 -7.7
(-3, 0, -2, 1, 3, 2, -1) 0.0 0.166666666667 -3.0 3.16666666667 -7.2
(-3, 0, -2, 2, -1, 1, 3) 0.0 0.0 -3.0 3.0 -8.21666666667
(-3, 0, -2, 2, -1, 3, 1) 0.0 0.0 -3.0 3.0 -7.88333333333
(-3, 0, -2, 2, 1, -1, 3) 0.0 0.0 -3.0 3.0 -7.81666666667
(-3, 0, -2, 2, 1, 3, -1) 0.0 0.166666666667 -3.0 3.16666666667 -7.15
(-3, 0, -2, 2, 3, -1, 1) 0.0 0.0 -3.0 3.0 -7.08333333333
(-3, 0, -2, 2, 3, 1, -1) 0.0 0.166666666667 -3.0 3.16666666667 -6.75
(-3, 0, -2, 3, -1, 1, 2) 0.0 0.0 -3.0 3.0 -7.6
(-3, 0, -2, 3, -1, 2, 1) 0.0 0.0 -3.0 3.0 -7.43333333333
(-3, 0, -2, 3, 1, -1, 2) 0.0 0.0 -3.0 3.0 -7.2
(-3, 0, -2, 3, 1, 2, -1) 0.0 0.166666666667 -3.0 3.16666666667 -6.7
(-3, 0, -2, 3, 2, -1, 1) 0.0 0.0 -3.0 3.0 -6.83333333333
(-3, 0, -2, 3, 2, 1, -1) 0.0 0.166666666667 -3.0 3.16666666667 -6.5
(-3, 0, -1, -2, 1, 2, 3) 0.0 0.0 -3.0 3.0 -8.83333333333
(-3, 0, -1, -2, 1, 3, 2) 0.0 0.0 -3.0 3.0 -8.66666666667
(-3, 0, -1, -2, 2, 1, 3) 0.0 0.0 -3.0 3.0 -8.63333333333
(-3, 0, -1, -2, 2, 3, 1) 0.0 0.0 -3.0 3.0 -8.3
(-3, 0, -1, -2, 3, 1, 2) 0.0 0.0 -3.0 3.0 -8.26666666667
(-3, 0, -1, -2, 3, 2, 1) 0.0 0.0 -3.0 3.0 -8.1
(-3, 0, -1, 1, -2, 2, 3) 0.0 0.0 -3.0 3.0 -8.08333333333
(-3, 0, -1, 1, -2, 3, 2) 0.0 0.0 -3.0 3.0 -7.91666666667
(-3, 0, -1, 1, 2, -2, 3) 0.0 0.0 -3.0 3.0 -7.28333333333
(-3, 0, -1, 1, 2, 3, -2) 0.0 0.333333333333 -3.0 3.33333333333 -6.45
(-3, 0, -1, 1, 3, -2, 2) 0.0 0.0 -3.0 3.0 -6.91666666667
(-3, 0, -1, 1, 3, 2, -2) 0.0 0.333333333333 -3.0 3.33333333333 -6.25
(-3, 0, -1, 2, -2, 1, 3) 0.0 0.0 -3.0 3.0 -7.63333333333
(-3, 0, -1, 2, -2, 3, 1) 0.0 0.0 -3.0 3.0 -7.3
(-3, 0, -1, 2, 1, -2, 3) 0.0 0.0 -3.0 3.0 -7.03333333333
(-3, 0, -1, 2, 1, 3, -2) 0.0 0.333333333333 -3.0 3.33333333333 -6.2
(-3, 0, -1, 2, 3, -2, 1) 0.0 0.2 -3.0 3.2 -6.3
(-3, 0, -1, 2, 3, 1, -2) 0.0 0.333333333333 -3.0 3.33333333333 -5.8
(-3, 0, -1, 3, -2, 1, 2) 0.0 0.0 -3.0 3.0 -7.01666666667
(-3, 0, -1, 3, -2, 2, 1) 0.0 0.0 -3.0 3.0 -6.85
(-3, 0, -1, 3, 1, -2, 2) 0.0 0.0 -3.0 3.0 -6.41666666667
(-3, 0, -1, 3, 1, 2, -2) 0.0 0.333333333333 -3.0 3.33333333333 -5.75
(-3, 0, -1, 3, 2, -2, 1) 0.0 0.2 -3.0 3.2 -6.05
(-3, 0, -1, 3, 2, 1, -2) 0.0 0.333333333333 -3.0 3.33333333333 -5.55
(-3, 0, 1, -2, -1, 2, 3) 0.0 0.0 -3.0 3.0 -7.66666666667
(-3, 0, 1, -2, -1, 3, 2) 0.0 0.0 -3.0 3.0 -7.5
(-3, 0, 1, -2, 2, -1, 3) 0.0 0.0 -3.0 3.0 -7.06666666667
(-3, 0, 1, -2, 2, 3, -1) 0.0 0.166666666667 -3.0 3.16666666667 -6.4
